Title,Company,Location,Link
Performance Analyst,Wolt,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/performance-analyst-at-wolt-4252359661?position=1&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=7WPxQY6ImzwGicCec6%2FYkg%3D%3D
Data Analyst (m/f/d),Moonfare,"Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-m-f-d-at-moonfare-4295685367?position=2&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=JZVVexbsSQd%2Bv7sI0bZxIg%3D%3D
Marketing Data Analyst,Trust In SODA,"Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-data-analyst-at-trust-in-soda-4288782308?position=3&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=Qt1ZHgdbX%2BaV1TUzvjLnrw%3D%3D
Marketing Data Analyst (m/f/d),Pflegia,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-data-analyst-m-f-d-at-pflegia-4295365335?position=4&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=D0wkB9kCbQHQa7ObgzoOEA%3D%3D
Data Analyst,mrge,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-at-mrge-4279879069?position=5&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=%2FV1Sg1j%2BWzvKjIblBMrmgA%3D%3D
Game Data Analyst - All in Hole,Homa,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/game-data-analyst-all-in-hole-at-homa-4291256265?position=6&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=nc7bBIO%2BtRWt%2F7M8STAs7g%3D%3D
Junior AI Data Analyst (all genders),Zalando,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-ai-data-analyst-all-genders-at-zalando-4297639074?position=7&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=4aYevA7EoimHipCIv6v2zg%3D%3D
Senior Data Analyst,SoundCloud,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-at-soundcloud-4278378239?position=8&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=NpzVEM6EwhGKz7hwTxUuGA%3D%3D
Product Data Analyst,Deel,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/product-data-analyst-at-deel-4292421121?position=9&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=vKq9QXeO7QJ5hdLrbHMp1w%3D%3D
Sales Data Analyst (Part-Time),Lovehoney Group,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/sales-data-analyst-part-time-at-lovehoney-group-4259386830?position=10&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=CTIyRjkq6yban5mP3p9LHw%3D%3D
Data Analyst (m/w/d),esanum,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-esanum-4293608911?position=11&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=vM9iRdpcgP%2FxW8RG4gFdpQ%3D%3D
Intern Data Analyst (f/m/d),Digital Charging Solutions,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/intern-data-analyst-f-m-d-at-digital-charging-solutions-4285003435?position=12&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=d9aBTDE%2F%2FYCOjc5Css%2BPkA%3D%3D
Data Analyst (Data Analytics Team),JetBrains,"Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-data-analytics-team-at-jetbrains-4281231930?position=13&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=d%2FTfMNY1BsM7Fd1p0sKenw%3D%3D
(Junior) Data Analyst:in,Art-Invest Real Estate,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-data-analyst-in-at-art-invest-real-estate-4268982467?position=14&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=KVM4t1JnoVWqsZHt5MrNKg%3D%3D
"Data Analyst, Client Experience",Agência Lynx,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-client-experience-at-ag%C3%AAncia-lynx-4266974430?position=15&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=PP8Q%2FUFHB%2FbYbuOb7lFcWg%3D%3D
Data Analyst (m/w/d),DR. EMI ARPA SKIN GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-m-w-d-at-dr-emi-arpa-skin-gmbh-4190802197?position=16&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=AGBABJdJmtkgN3XbRUC0Wg%3D%3D
"Data Analyst, Client Onboarding",Agência Lynx,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-client-onboarding-at-ag%C3%AAncia-lynx-4266970709?position=17&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=FCiW9ruxbHLSfpVlJ8VikQ%3D%3D
Working Student Data Analyst (f/x/m),Puls,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/working-student-data-analyst-f-x-m-at-puls-4293674982?position=18&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=0XWZ5p9EveZpNoz0hbN33Q%3D%3D
AI Data Analyst (all genders),Zalando,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/ai-data-analyst-all-genders-at-zalando-4297618932?position=19&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=ZUhTG0Q9aoxiUYMSkEl0%2BA%3D%3D
Performance Analyst Lead,Wolt,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/performance-analyst-lead-at-wolt-4288795147?position=20&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=4cDmcq4C6d4XALHoZuU77g%3D%3D
(Junior) Analyst (m/w/d) Data Analytics,Syncwork Ag,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-analyst-m-w-d-data-analytics-at-syncwork-ag-4260263605?position=21&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=yuNx3RKggEYzrabcDegwZw%3D%3D
Data Analyst - Sales (d/f/m),Personio,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-sales-d-f-m-at-personio-4286700013?position=22&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=R9E84rCdjbl6gdVY8okyJA%3D%3D
Product Data Analyst,Freenow,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/product-data-analyst-at-freenow-4274303592?position=23&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=d4QKhKOW08FmpW4IPWrfJQ%3D%3D
Senior Data Analyst,Payrails,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-at-payrails-4292951167?position=24&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=f788t3fpsTv7TJpZFHc2QA%3D%3D
Senior Data Analyst - Marketing,Deel,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-marketing-at-deel-4294837861?position=25&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=1pvA%2FuMPJVxM5No45I71vQ%3D%3D
PowerBI Analyst (m/w/d),emagine,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/powerbi-analyst-m-w-d-at-emagine-4279704117?position=26&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=n%2B15HNHf0Fi%2BfC%2BGg9LGeQ%3D%3D
"Data Analyst, Client Onboarding",LYNX Beleggen,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-client-onboarding-at-lynx-beleggen-4267905472?position=27&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=tWC54byQ3E7lEM%2BAcPwf0Q%3D%3D
Product Analyst,Landmark Group,"Berlin, Germany",https://de.linkedin.com/jobs/view/product-analyst-at-landmark-group-4287136503?position=28&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=0WTPOz%2F8sWDIENl%2BXrJooA%3D%3D
Working Student – Data and Business Intelligence Support,think-cell Software,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/working-student-%E2%80%93-data-and-business-intelligence-support-at-think-cell-software-4296403408?position=29&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=%2BtA2%2FWetz4pqPHK2ZM7xqQ%3D%3D
"Staff Product Analyst, Adtech",Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/staff-product-analyst-adtech-at-delivery-hero-4242991475?position=30&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=aPDVLODwPX9yFIdhP2PzeA%3D%3D
Senior Data Analyst (m/f/d),Kayzen,"Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-m-f-d-at-kayzen-4249802328?position=31&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=KXL07qMD%2B6DeFHZDb8Dcag%3D%3D
Data / BI Analyst & Marketing Controller (m/w/d),Wein & Vinos GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-bi-analyst-marketing-controller-m-w-d-at-wein-vinos-gmbh-4294782358?position=32&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=F9qE1g1eRSuRTT5ds8C1iA%3D%3D
Data Analyst (Marketing & CRM Focus),Blinkist,"Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-marketing-crm-focus-at-blinkist-4278051123?position=33&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=iTavRAYH%2FXrLUDhmfx4S7Q%3D%3D
Lead Data Analyst (m/f/d),Kayzen,"Berlin, Germany",https://de.linkedin.com/jobs/view/lead-data-analyst-m-f-d-at-kayzen-4248319619?position=34&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=0Bs%2FIzKccAg6q%2B%2BjtTeTzQ%3D%3D
Data Analyst – Dashboard Owner (m/w/),RIB Software,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-%E2%80%93-dashboard-owner-m-w-at-rib-software-4279668702?position=35&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=NkDL3G3xvkg7NODBmcXmTw%3D%3D
Data Analyst Business Development (m/w/d),TieTalent,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-business-development-m-w-d-at-tietalent-4287551913?position=36&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=6JS%2F3yiqhkkm6vUiSUnoYw%3D%3D
Junior Data KYC Analyst (m/f/d),Aroundtown,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-data-kyc-analyst-m-f-d-at-aroundtown-4289261342?position=37&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=dsB2c3HYMLiGVC38QY%2FAiQ%3D%3D
Product Analyst - Consumer Product,Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/product-analyst-consumer-product-at-delivery-hero-4273569177?position=38&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=TNQ9suC5K2fo2AQc6zL%2Fjg%3D%3D
Sales Operations Data Analyst / BI Specialist (w/m/d),Enpal,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/sales-operations-data-analyst-bi-specialist-w-m-d-at-enpal-4291596242?position=39&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=27V7SRZQKlO14a8dli7WGA%3D%3D
Analytics Consultant | DACH,Biztory,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/analytics-consultant-dach-at-biztory-4285665860?position=40&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=7%2BOpq3pPJTwq7pBO3btZ6w%3D%3D
Data Analyst – Sales Steering and Analytics,IAV GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-%E2%80%93-sales-steering-and-analytics-at-iav-gmbh-4291264366?position=41&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=0HD0ZYfZ1TOgyd95xdYTwQ%3D%3D
Strategic Data Analyst – Sales Ops (w/m/d),Enpal,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/strategic-data-analyst-%E2%80%93-sales-ops-w-m-d-at-enpal-4291592374?position=42&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=Sk5oYXZLUCof28yPFbYkOg%3D%3D
Data Analyst (m/f/d),For Life Produktions- und Vertriebsgesellschaft für Heil- und Hilfsmittel mbH,"Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-m-f-d-at-for-life-produktions-und-vertriebsgesellschaft-f%C3%BCr-heil-und-hilfsmittel-mbh-4285013508?position=43&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=ZFBS%2BRBiAbROCDAyn%2BXD%2BA%3D%3D
Staff Product Analyst - Consumer Product,Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/staff-product-analyst-consumer-product-at-delivery-hero-4272012222?position=44&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=Kp3BPqLHmKkjFD9eTkJR5w%3D%3D
"Staff Data Analyst, Marketing Analytics",GetYourGuide,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/staff-data-analyst-marketing-analytics-at-getyourguide-4221383502?position=45&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=0F%2Bl36i5KXaUdYuD7QT00Q%3D%3D
Business Data Analyst (w/m/d),ANDERS & GANZ GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/business-data-analyst-w-m-d-at-anders-ganz-gmbh-4280584957?position=46&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=C%2BIaSY%2BfPFpXn%2BofQNsGSQ%3D%3D
Data Analyst - Online Marketing (m/w/d),denkwerk GmbH,"Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-online-marketing-m-w-d-at-denkwerk-gmbh-4268414999?position=47&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=dqlq%2FCHYvgagL%2Fvx4kqcqQ%3D%3D
"Data Analyst, Client Experience",LYNX Beleggen,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-client-experience-at-lynx-beleggen-4267904522?position=48&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=3WVz0JO0l9AaJKze56r2lw%3D%3D
Senior Data Analyst,Blacklane,"Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-at-blacklane-4292396049?position=49&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=JFnIFFjQdNpfNnPs02wQnw%3D%3D
Product Data Analyst - Credit Control and Risks,Deel,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/product-data-analyst-credit-control-and-risks-at-deel-4294836827?position=50&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=LhfItKTlxurD7s7GLdvjBQ%3D%3D
Technical Data Analyst (m/w/d),Rohde & Schwarz,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/technical-data-analyst-m-w-d-at-rohde-schwarz-4284189547?position=51&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=KnZbyXm%2BMI5lREmaYUeAHw%3D%3D
Staff Product Analyst - (Logistics),Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/staff-product-analyst-logistics-at-delivery-hero-4272088142?position=52&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=xg%2BAorklsbaHamPJcTTflg%3D%3D
"Product Analyst - (Logistics, Customer)",Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/product-analyst-logistics-customer-at-delivery-hero-4295677726?position=53&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=S2mAQ3VtSbjs2IFo4iCvFw%3D%3D
Environmental Data Analyst (m/f/d),Aroundtown,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/environmental-data-analyst-m-f-d-at-aroundtown-4187287055?position=54&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=xko2utuyWRqgYmndWjLl0g%3D%3D
Data / BI Analyst & Marketing Controller (m/w/d),TieTalent,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-bi-analyst-marketing-controller-m-w-d-at-tietalent-4289566709?position=55&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=6QeqmMapX0mcIw2qtGu4aQ%3D%3D
Senior Data Analyst - Size & Fit (all genders),Zalando,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-size-fit-all-genders-at-zalando-4284413051?position=56&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=KkC%2B%2FrBFuhlDUgnN9HcRQQ%3D%3D
Sustainability Data Analyst (ESG/CSRD/ESRS Reporting) (div/w/m),score4more,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/sustainability-data-analyst-esg-csrd-esrs-reporting-div-w-m-at-score4more-4295862901?position=57&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=mEdas85tZyhych8bxUcoQg%3D%3D
"Senior Data Analyst, Onboarding",Deel,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-onboarding-at-deel-4294841642?position=58&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=2DjPlbDfQoxtJQ%2B8pEzyPg%3D%3D
AI Data Annotators - Zaza,RWS Group,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/ai-data-annotators-zaza-at-rws-group-4292652078?position=59&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=XcIbcz3dD0mqVcgkEN79dA%3D%3D
Senior Data Analyst,Gigs,"Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-at-gigs-4257296991?position=60&pageNum=0&refId=yb0%2BtPkX0A1yqyVSvYDLSw%3D%3D&trackingId=O72ilqo4jDJtWhE2Fl7tjA%3D%3D
PowerBI Analyst (m/w/d),emagine,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/powerbi-analyst-m-w-d-at-emagine-4279704117?position=1&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=wTU%2F0%2BzOgoH0Ha5JDI9dpA%3D%3D
"Data Analyst, Client Onboarding",LYNX Beleggen,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-client-onboarding-at-lynx-beleggen-4267905472?position=2&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=lNZD5Zbe7%2FETUXxODKqAgg%3D%3D
Product Analyst,Landmark Group,"Berlin, Germany",https://de.linkedin.com/jobs/view/product-analyst-at-landmark-group-4287136503?position=3&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=LMA2c5Aac93NgbxZZNcgaQ%3D%3D
Working Student – Data and Business Intelligence Support,think-cell Software,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/working-student-%E2%80%93-data-and-business-intelligence-support-at-think-cell-software-4296403408?position=4&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=yVUlVJKFBD%2Bpssw3iYd37w%3D%3D
"Staff Product Analyst, Adtech",Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/staff-product-analyst-adtech-at-delivery-hero-4242991475?position=5&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=CYnSUH6vhJArzBZ27D39Pw%3D%3D
Senior Data Analyst (m/f/d),Kayzen,"Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-m-f-d-at-kayzen-4249802328?position=6&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=GPKcgwr%2Bk%2FPbDR9EgVN3jw%3D%3D
Data / BI Analyst & Marketing Controller (m/w/d),Wein & Vinos GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-bi-analyst-marketing-controller-m-w-d-at-wein-vinos-gmbh-4294782358?position=7&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=arHB3nHcoRe3P8cCuaz8gQ%3D%3D
Data Analyst (Marketing & CRM Focus),Blinkist,"Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-marketing-crm-focus-at-blinkist-4278051123?position=8&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=EJDfnX8Yr7uihsZJ9adk5w%3D%3D
Lead Data Analyst (m/f/d),Kayzen,"Berlin, Germany",https://de.linkedin.com/jobs/view/lead-data-analyst-m-f-d-at-kayzen-4248319619?position=9&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=29koUvDmugVn%2FTEx9exbRQ%3D%3D
Data Analyst – Dashboard Owner (m/w/),RIB Software,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-analyst-%E2%80%93-dashboard-owner-m-w-at-rib-software-4279668702?position=10&pageNum=2&refId=gAJ%2FrCUqstoLSAI0iY6c8g%3D%3D&trackingId=CpfUBCyi7pDLaIiUfB3OVg%3D%3D
Technical Data Analyst (m/w/d),Rohde & Schwarz,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/technical-data-analyst-m-w-d-at-rohde-schwarz-4284189547?position=1&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=uZC0b2%2B8gkSDWZ3UCHhKKQ%3D%3D
Staff Product Analyst - (Logistics),Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/staff-product-analyst-logistics-at-delivery-hero-4272088142?position=2&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=HEYzdPpy1My%2F6f0BNNBkEw%3D%3D
"Product Analyst - (Logistics, Customer)",Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/product-analyst-logistics-customer-at-delivery-hero-4295677726?position=3&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=7jWwIqvuqYuahn6kKCdpmA%3D%3D
Environmental Data Analyst (m/f/d),Aroundtown,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/environmental-data-analyst-m-f-d-at-aroundtown-4187287055?position=4&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=Ai5R4OsyPhcWainWxUGEqQ%3D%3D
Data / BI Analyst & Marketing Controller (m/w/d),TieTalent,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/data-bi-analyst-marketing-controller-m-w-d-at-tietalent-4289566709?position=5&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=PeGagDWeU5lwwAT%2BYd1IKQ%3D%3D
Senior Data Analyst - Size & Fit (all genders),Zalando,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-size-fit-all-genders-at-zalando-4284413051?position=6&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=YwZeIpT%2Boy%2FLpQzzDaVWvA%3D%3D
Sustainability Data Analyst (ESG/CSRD/ESRS Reporting) (div/w/m),score4more,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/sustainability-data-analyst-esg-csrd-esrs-reporting-div-w-m-at-score4more-4295862901?position=7&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=ULuVyxunFdrcBlMCqpW9Ow%3D%3D
"Senior Data Analyst, Onboarding",Deel,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-onboarding-at-deel-4294841642?position=8&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=%2BW5bq171sKN%2Fz5e8IqyeuQ%3D%3D
AI Data Annotators - Zaza,RWS Group,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/ai-data-annotators-zaza-at-rws-group-4292652078?position=9&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=XgiBfgXRRK%2BFwFR4b%2FaN%2FQ%3D%3D
Senior Data Analyst,Gigs,"Berlin, Germany",https://de.linkedin.com/jobs/view/senior-data-analyst-at-gigs-4257296991?position=10&pageNum=5&refId=J9oDz62dXeBl3sWqNq0t4w%3D%3D&trackingId=DQAsAyKThvSSb26cm0l5dw%3D%3D
"Product Analyst - (Logistics Customer, Seamless)",Delivery Hero,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/product-analyst-logistics-customer-seamless-at-delivery-hero-4268586275?position=1&pageNum=7&refId=p1oUsfEf8uHY%2FM4fBb6G3A%3D%3D&trackingId=hhfxHP3ViVxjYgt%2Bl6vbhA%3D%3D
Marketing Data Analyst (m/w/d),Axel Springer Corporate Solutions,"Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-data-analyst-m-w-d-at-axel-springer-corporate-solutions-4279597399?position=2&pageNum=7&refId=p1oUsfEf8uHY%2FM4fBb6G3A%3D%3D&trackingId=sjURcxbifRna5sU4m%2FmFrg%3D%3D
(Junior) Business Intelligence Analyst (m/w/d) Flug,CHECK24 Vergleichsportal GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-business-intelligence-analyst-m-w-d-flug-at-check24-vergleichsportal-gmbh-4292969042?position=3&pageNum=7&refId=p1oUsfEf8uHY%2FM4fBb6G3A%3D%3D&trackingId=zWVNL9xDOr%2B4UvMLEMk3pg%3D%3D
"Staff Product Analyst, Platform",Bolt,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/staff-product-analyst-platform-at-bolt-4279485911?position=4&pageNum=7&refId=p1oUsfEf8uHY%2FM4fBb6G3A%3D%3D&trackingId=AKpQdthTLVavqpux9W9BEQ%3D%3D
Spontaneous Application,Taktile,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/spontaneous-application-at-taktile-4122042147?position=5&pageNum=7&refId=p1oUsfEf8uHY%2FM4fBb6G3A%3D%3D&trackingId=hjTNM9AtUsZmbKb%2BMWOa3Q%3D%3D
